date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:52:14	105195/105195	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6fpgm.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6fpgm.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:14	120846/120846	---M-Z	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6glyf.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6glyf.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:14	108503/108503	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6gasp.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6gasp.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:15	137509/137509	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6gvar.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6gvar.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:15	106577/106577	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hdmx.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hdmx.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:15	112535/112535	---M-Z	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6head.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6head.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:16	108191/108191	---M-Z	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hmtx.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hmtx.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:16	112575/112575	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hhea.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hhea.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:16	124756/124756	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hvgl.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hvgl.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
21:52:17	107809/107809	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jan%202026%2023:10:21%20GMT	https://developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hvpm.html	D:/Almog/Programming/C/My_Libraries/C/Text_Rendering/Apple-TrueType-Reference-Manual/Apple-TrueType-Reference-Manual/developer.apple.com/fonts/TrueType-Reference-Manual/RM06/Chap6hvpm.html	(from https://developer.apple.com/fonts/TrueType-Reference-Manual/)
